Employee_ID,Age,Department,Years_Experience,Salary,Remote_Worker,Performance_Score,Attrition
EMP_0933,,HR,1.0,118484,Yes,Medium,No
EMP_0934,35.0,Marketing,,53026,No,Low,No
EMP_0935,25.0,Sales,15.0,108309,Yes,High,No
EMP_0936,25.0,IT,7.0,85927,No,Medium,No
EMP_0937,22.0,HR,,115414,Yes,Low,No
EMP_0938,50.0,HR,3.0,97535,No,High,No
EMP_0939,25.0,HR,,82946,Yes,Low,No
EMP_0940,35.0,IT,1.0,96561,Yes,Low,Yes
EMP_0941,25.0,Sales,3.0,50377,No,Low,No
EMP_0942,35.0,HR,2.0,93592,Yes,Medium,No
EMP_0943,40.0,Marketing,2.0,47347,No,High,No
EMP_0944,45.0,HR,1.0,73776,Yes,High,Yes
EMP_0945,25.0,HR,5.0,43783,Yes,Medium,No
EMP_0946,22.0,HR,7.0,95798,No,High,No
EMP_0947,25.0,HR,5.0,44298,No,Low,No
EMP_0948,50.0,Sales,1.0,110204,No,High,No
EMP_0949,50.0,Marketing,10.0,95161,Yes,Medium,No
EMP_0950,35.0,Sales,5.0,100652,No,Low,No
EMP_0951,35.0,Marketing,3.0,74484,Yes,Medium,No
EMP_0952,40.0,HR,5.0,60922,No,Low,No
EMP_0953,25.0,IT,2.0,74028,No,Low,No
EMP_0954,50.0,Sales,2.0,60316,No,High,No
EMP_0955,30.0,IT,15.0,116996,No,Low,No
EMP_0956,30.0,Sales,2.0,56968,No,Medium,Yes
EMP_0957,35.0,HR,3.0,70266,No,High,Yes
EMP_0958,22.0,Sales,10.0,64000,Yes,Medium,No
EMP_0959,25.0,HR,7.0,54011,No,Low,No
EMP_0960,40.0,Sales,1.0,42866,Yes,Medium,No
EMP_0961,22.0,HR,1.0,45898,No,Medium,No
EMP_0962,35.0,HR,1.0,58395,No,Low,Yes
EMP_0963,25.0,Marketing,5.0,79019,No,High,No
EMP_0964,30.0,HR,3.0,44006,Yes,Medium,No
EMP_0965,25.0,Marketing,1.0,74393,Yes,Low,No
EMP_0966,30.0,HR,,50956,No,High,No
EMP_0967,40.0,IT,3.0,90042,Yes,High,No
EMP_0968,25.0,HR,2.0,46078,No,High,No
EMP_0969,35.0,IT,3.0,69631,No,Medium,No
EMP_0970,30.0,IT,5.0,102901,Yes,Medium,No
EMP_0971,40.0,HR,1.0,109497,Yes,Medium,No
EMP_0972,50.0,IT,2.0,81574,Yes,High,No
EMP_0973,40.0,Marketing,10.0,71417,Yes,Medium,Yes
EMP_0974,25.0,Sales,3.0,105006,No,Low,Yes
EMP_0975,22.0,HR,3.0,79454,Yes,Medium,No
EMP_0976,25.0,IT,3.0,41587,Yes,Medium,No
EMP_0977,35.0,HR,1.0,94710,No,High,No
EMP_0978,22.0,Marketing,2.0,115886,Yes,Medium,No
EMP_0979,30.0,HR,3.0,58816,Yes,Low,No
EMP_0980,35.0,HR,2.0,69432,Yes,High,No
EMP_0981,30.0,IT,1.0,88617,Yes,Low,No
EMP_0982,45.0,Marketing,10.0,112373,No,High,No
EMP_0983,25.0,Sales,,74217,No,High,No
EMP_0984,22.0,Sales,7.0,60884,Yes,Medium,No
EMP_0985,40.0,IT,10.0,45454,Yes,Low,No
EMP_0986,30.0,HR,2.0,114960,No,High,No
EMP_0987,40.0,IT,,83618,Yes,Medium,No
EMP_0988,30.0,IT,2.0,102671,Yes,High,No
EMP_0989,25.0,IT,,87111,Yes,High,No
EMP_0990,45.0,HR,,79613,Yes,High,Yes
EMP_0991,45.0,Marketing,7.0,99993,Yes,High,No
EMP_0992,40.0,IT,,48848,Yes,High,No
EMP_0993,25.0,HR,5.0,118672,Yes,High,No
EMP_0994,35.0,Marketing,2.0,106125,Yes,Medium,No
EMP_0995,30.0,IT,3.0,101602,Yes,High,No
EMP_0996,22.0,Sales,5.0,112045,No,Low,No
EMP_0997,50.0,Marketing,1.0,82222,No,Medium,No
EMP_0998,25.0,IT,5.0,89223,No,Low,No
EMP_0999,,Marketing,,105333,Yes,High,No
EMP_1000,30.0,Marketing,2.0,92732,Yes,Low,Yes
EMP_1001,25.0,Marketing,7.0,89420,No,High,Yes
EMP_1002,35.0,Marketing,15.0,115504,Yes,High,No
EMP_1003,50.0,Marketing,15.0,42462,No,Medium,No
EMP_1004,40.0,Marketing,,49460,Yes,Medium,No
EMP_1005,45.0,IT,3.0,49275,No,High,No
EMP_1006,40.0,Sales,,53269,No,Medium,No
EMP_1007,40.0,HR,7.0,105942,No,Low,No
EMP_1008,45.0,Marketing,2.0,112920,Yes,Medium,No
EMP_1009,25.0,HR,3.0,62553,No,Medium,No
EMP_1010,30.0,IT,7.0,64366,Yes,Low,No
EMP_1011,25.0,Marketing,2.0,84036,Yes,Medium,No
EMP_1012,,Sales,5.0,57369,Yes,High,No
EMP_1013,50.0,HR,5.0,51795,Yes,Low,No
EMP_1014,22.0,Marketing,2.0,110021,Yes,High,No
EMP_1015,40.0,IT,5.0,108154,Yes,Low,No
EMP_1016,50.0,Sales,7.0,70143,Yes,High,No
EMP_1017,25.0,HR,3.0,69425,No,High,No
EMP_1018,35.0,HR,1.0,115139,No,Medium,No
EMP_1019,50.0,Marketing,1.0,45368,No,High,No
EMP_1020,22.0,Sales,3.0,44621,Yes,Medium,No
EMP_1021,40.0,Sales,15.0,98829,Yes,Low,No
EMP_1022,25.0,Sales,2.0,100294,Yes,High,No
EMP_1023,50.0,Sales,5.0,54719,Yes,High,No
EMP_1024,,IT,2.0,69227,No,Low,No
EMP_1025,50.0,Sales,2.0,47566,Yes,Low,No
EMP_1026,30.0,HR,10.0,52306,No,High,No
EMP_1027,50.0,HR,7.0,93822,Yes,Low,No
EMP_1028,45.0,IT,1.0,64042,No,Medium,Yes
EMP_1029,30.0,HR,3.0,55086,Yes,Low,No
EMP_1030,45.0,HR,1.0,57387,No,Low,No
EMP_1031,22.0,Sales,3.0,67042,Yes,High,No
EMP_1032,35.0,HR,5.0,91618,No,Medium,No
EMP_1033,25.0,IT,1.0,58323,Yes,Low,No
EMP_1034,25.0,Sales,2.0,58019,No,Medium,No
EMP_1035,22.0,Marketing,3.0,115426,No,Medium,Yes
EMP_1036,40.0,Sales,15.0,80863,Yes,Medium,No
EMP_1037,30.0,IT,,50283,No,High,No
EMP_1038,40.0,Sales,1.0,58279,Yes,Low,No
EMP_1039,22.0,Sales,7.0,86999,Yes,High,No
EMP_1040,30.0,IT,3.0,102780,Yes,Low,No
EMP_1041,35.0,Sales,3.0,62908,No,Low,No
EMP_1042,45.0,IT,7.0,101584,No,High,No
EMP_1043,30.0,IT,15.0,90225,Yes,Medium,No
EMP_1044,35.0,Marketing,,77952,Yes,Medium,No
EMP_1045,50.0,HR,5.0,77663,No,Low,No
EMP_1046,35.0,HR,3.0,101381,No,High,Yes
EMP_1047,25.0,Sales,7.0,87929,No,Medium,No
EMP_1048,22.0,Sales,2.0,49343,Yes,Medium,No
EMP_1049,50.0,Marketing,5.0,116173,Yes,Low,No
EMP_1050,22.0,Marketing,3.0,79791,Yes,Low,No
EMP_1051,50.0,Marketing,5.0,69134,Yes,High,No
EMP_1052,35.0,IT,2.0,87101,Yes,Low,No
EMP_1053,50.0,Marketing,2.0,109443,No,Medium,No
EMP_1054,45.0,Marketing,15.0,97530,Yes,Medium,No
EMP_1055,,Sales,1.0,86799,No,Medium,Yes
EMP_1056,30.0,Marketing,3.0,44827,No,Medium,No
EMP_1057,45.0,IT,2.0,102653,Yes,High,No
EMP_1058,30.0,IT,1.0,53699,No,High,No
EMP_1059,30.0,Sales,1.0,45313,Yes,Low,No
EMP_1060,35.0,Marketing,2.0,53598,No,Low,No
EMP_1061,50.0,Marketing,10.0,68807,Yes,Low,No
EMP_1062,,IT,2.0,110423,Yes,High,No
EMP_1063,45.0,Marketing,,109390,No,Medium,No
EMP_1064,30.0,Marketing,5.0,85226,Yes,Low,No
EMP_1065,30.0,Marketing,3.0,99550,No,Medium,No
EMP_1066,40.0,HR,5.0,43558,Yes,Low,Yes
EMP_1067,25.0,Sales,3.0,115308,Yes,Low,No
EMP_1068,25.0,HR,7.0,90113,Yes,Low,No
EMP_1069,30.0,Sales,2.0,92999,No,Low,No
EMP_1070,25.0,IT,3.0,95878,No,Low,No
EMP_1071,25.0,Marketing,10.0,76343,Yes,Medium,No
EMP_1072,25.0,Sales,15.0,98219,No,Low,Yes
EMP_1073,22.0,HR,10.0,75186,Yes,Medium,Yes
EMP_1074,22.0,Marketing,3.0,76966,No,High,Yes
EMP_1075,,IT,7.0,73769,No,Low,No
EMP_1076,30.0,Sales,3.0,93218,Yes,Medium,No
EMP_1077,30.0,Sales,3.0,59229,Yes,High,Yes
EMP_1078,40.0,Sales,2.0,115209,Yes,High,No
EMP_1079,25.0,Marketing,5.0,67877,Yes,High,No
EMP_1080,50.0,HR,2.0,98001,Yes,Medium,No
EMP_1081,45.0,HR,2.0,78084,No,Low,No
EMP_1082,22.0,Sales,10.0,56806,No,Low,No
EMP_1083,30.0,IT,2.0,77034,Yes,Medium,No
EMP_1084,50.0,IT,1.0,80317,Yes,Low,No
EMP_1085,50.0,HR,1.0,95468,Yes,Medium,No
EMP_1086,30.0,IT,15.0,59094,No,Low,No
EMP_1087,35.0,HR,3.0,97796,Yes,High,No
EMP_1088,25.0,Sales,3.0,50589,Yes,Low,No
EMP_1089,,HR,10.0,97221,No,Medium,No
EMP_1090,25.0,HR,10.0,41657,No,Medium,No
EMP_1091,50.0,Sales,2.0,79531,No,High,No
EMP_1092,35.0,IT,5.0,92227,No,Medium,No
EMP_1093,35.0,HR,7.0,43164,Yes,Low,No
EMP_1094,35.0,HR,5.0,81247,No,Low,No
EMP_1095,25.0,Sales,2.0,59601,No,High,No
EMP_1096,25.0,IT,10.0,90599,Yes,Medium,No
EMP_1097,25.0,HR,3.0,111545,Yes,High,No
EMP_1098,25.0,Sales,2.0,44552,Yes,Low,No
EMP_1099,45.0,HR,3.0,49417,No,High,No
EMP_1100,30.0,Marketing,1.0,98579,Yes,Medium,No
EMP_1101,22.0,Sales,1.0,108207,No,High,No
EMP_1102,,IT,7.0,112055,No,Medium,No
EMP_1103,50.0,IT,1.0,118270,No,Medium,No
EMP_1104,50.0,IT,3.0,43722,Yes,Low,No
EMP_1105,,IT,3.0,110442,No,Low,No
EMP_1106,25.0,HR,1.0,80031,Yes,Low,Yes
EMP_1107,30.0,HR,,119235,Yes,Medium,No
EMP_1108,45.0,IT,2.0,61438,Yes,High,No
EMP_1109,40.0,IT,2.0,98819,No,Medium,No
EMP_1110,25.0,IT,2.0,83856,No,Low,No
EMP_1111,45.0,HR,2.0,73576,No,Low,No
EMP_1112,25.0,IT,1.0,81938,Yes,High,Yes
EMP_1113,25.0,IT,7.0,89028,No,Low,No
EMP_1114,35.0,Marketing,,99807,No,Low,Yes
EMP_1115,35.0,Marketing,2.0,89877,No,Low,No
EMP_1116,35.0,IT,5.0,83461,No,High,No
EMP_1117,22.0,Sales,7.0,80469,No,Medium,No
EMP_1118,50.0,IT,10.0,60435,Yes,Low,No
EMP_1119,25.0,Marketing,3.0,54191,Yes,High,No
EMP_1120,25.0,Sales,2.0,67386,Yes,Low,No
EMP_1121,50.0,Sales,2.0,71721,Yes,High,No
EMP_1122,,IT,7.0,94786,No,Low,No
EMP_1123,50.0,Marketing,10.0,53704,Yes,High,No
EMP_1124,45.0,Marketing,2.0,96635,No,Low,No
EMP_1125,40.0,Sales,3.0,42123,Yes,Medium,Yes
EMP_1126,35.0,IT,15.0,102993,Yes,Low,No
EMP_1127,22.0,HR,10.0,65416,Yes,High,No
EMP_1128,30.0,HR,,41814,No,Low,No
EMP_1129,30.0,Marketing,7.0,118537,No,Medium,No
EMP_1130,25.0,HR,3.0,90258,Yes,Low,No
EMP_1131,40.0,Marketing,5.0,56508,No,High,No
EMP_1132,30.0,Marketing,5.0,118916,Yes,High,No
EMP_1133,22.0,Marketing,1.0,75699,Yes,Medium,No
EMP_1134,25.0,HR,3.0,86335,Yes,High,Yes
EMP_1135,40.0,Marketing,7.0,86806,No,Low,Yes
EMP_1136,22.0,Sales,2.0,117853,Yes,Low,No
EMP_1137,50.0,IT,7.0,103768,Yes,Low,No
EMP_1138,30.0,IT,5.0,75739,Yes,High,No
EMP_1139,30.0,Marketing,,74785,No,Low,Yes
EMP_1140,35.0,IT,1.0,71980,Yes,Low,No
EMP_1141,45.0,HR,2.0,41609,No,Low,No
EMP_1142,30.0,HR,5.0,106253,Yes,Medium,No
EMP_1143,40.0,IT,2.0,68141,No,High,No
EMP_1144,35.0,HR,7.0,70009,Yes,High,No
EMP_1145,25.0,IT,7.0,46782,Yes,High,No
EMP_1146,50.0,IT,1.0,65933,No,Medium,No
EMP_1147,45.0,IT,3.0,117154,No,High,No
EMP_1148,40.0,Marketing,3.0,48307,Yes,Medium,No
EMP_1149,50.0,IT,3.0,115874,No,Medium,Yes
EMP_1150,50.0,Marketing,15.0,78346,Yes,High,No
EMP_1151,40.0,IT,10.0,90772,Yes,Low,No
EMP_1152,45.0,IT,5.0,112084,Yes,Low,No
EMP_1153,40.0,IT,7.0,80149,No,High,Yes
EMP_1154,40.0,HR,3.0,67526,Yes,High,No
EMP_1155,35.0,Marketing,15.0,108477,No,Medium,No
EMP_1156,45.0,Marketing,5.0,45695,Yes,High,No
EMP_1157,25.0,IT,7.0,79169,No,Medium,No
EMP_1158,50.0,IT,10.0,87947,No,High,No
EMP_1159,50.0,HR,2.0,87224,Yes,Low,Yes
EMP_1160,22.0,HR,10.0,85865,No,Low,No
EMP_1161,45.0,HR,2.0,65553,Yes,High,No
EMP_1162,25.0,Marketing,2.0,100410,Yes,Medium,No
EMP_1163,30.0,Marketing,2.0,64816,Yes,Low,No
EMP_1164,40.0,Marketing,,95026,Yes,Medium,No
EMP_1165,25.0,IT,10.0,90705,Yes,High,No
EMP_1166,45.0,Marketing,7.0,101922,No,High,No
EMP_1167,45.0,Sales,7.0,113914,Yes,Low,No
EMP_1168,35.0,Sales,5.0,41881,No,High,No
EMP_1169,22.0,HR,15.0,79567,No,Low,No
EMP_1170,25.0,Marketing,3.0,87365,Yes,Medium,No
EMP_1171,35.0,Sales,3.0,119211,No,Low,No
EMP_1172,,HR,2.0,110122,Yes,Low,No
EMP_1173,35.0,Marketing,7.0,65006,No,Medium,No
EMP_1174,25.0,IT,7.0,81198,No,Low,No
EMP_1175,35.0,Sales,3.0,62831,No,Low,No
EMP_1176,35.0,IT,1.0,56459,Yes,High,Yes
EMP_1177,45.0,Marketing,10.0,72443,No,Medium,No
EMP_1178,25.0,Sales,1.0,82316,Yes,Low,No
EMP_1179,45.0,Marketing,7.0,104486,No,Medium,Yes
EMP_1180,35.0,IT,,45877,No,Medium,Yes
EMP_1181,,Sales,3.0,79553,No,Low,No
EMP_1182,30.0,IT,2.0,44922,No,High,No
EMP_1183,35.0,Marketing,7.0,44686,Yes,Medium,No
EMP_1184,50.0,Marketing,10.0,72766,Yes,Low,No
EMP_1185,25.0,IT,3.0,119943,No,Medium,No
EMP_1186,50.0,Sales,,72006,No,High,Yes
EMP_1187,40.0,IT,1.0,71422,Yes,High,No
EMP_1188,22.0,Marketing,3.0,52205,Yes,High,No
EMP_1189,30.0,IT,7.0,63527,Yes,Low,No
EMP_1190,40.0,Marketing,10.0,58443,Yes,Low,No
EMP_1191,22.0,IT,2.0,56524,No,High,No
EMP_1192,35.0,Sales,10.0,68202,No,Low,No
EMP_1193,30.0,Sales,5.0,105552,Yes,High,No
EMP_1194,35.0,IT,3.0,86142,Yes,Low,No
EMP_1195,22.0,IT,1.0,101692,Yes,High,No
EMP_1196,50.0,Sales,10.0,60855,Yes,Medium,No
EMP_1197,,Marketing,2.0,100372,Yes,High,No
EMP_1198,,Sales,2.0,65095,Yes,High,Yes
EMP_1199,40.0,Marketing,2.0,78724,No,Low,No
EMP_1200,25.0,IT,10.0,89241,No,Low,No
EMP_0001,30.0,IT,,57266,No,High,Yes
EMP_0002,,Marketing,7.0,83526,No,Low,No
EMP_0003,40.0,Sales,3.0,51889,No,Low,No
EMP_0004,35.0,IT,2.0,64335,No,Medium,Yes
EMP_0005,25.0,Sales,2.0,51254,Yes,Low,No
EMP_0006,25.0,IT,7.0,51442,Yes,Low,No
EMP_0007,22.0,HR,5.0,86289,No,Medium,No
EMP_0008,50.0,Sales,2.0,93747,Yes,High,No
EMP_0009,35.0,Sales,2.0,77327,No,Medium,Yes
EMP_0010,40.0,Marketing,1.0,56199,Yes,High,No
EMP_0011,22.0,Sales,5.0,112827,No,Medium,No
EMP_0012,,Sales,7.0,40112,No,High,No
EMP_0013,45.0,HR,2.0,59581,No,Medium,No
EMP_0014,25.0,Sales,1.0,99722,Yes,High,No
EMP_0015,25.0,HR,1.0,56523,Yes,Medium,No
